ID,Name,Location,Required Items,Traits,Difficulty
tre_ms_n011_01,Mission 15: Goblin Chieftain,Archylte Steppe,I(key_field_00),Mission,11
tre_ms_n011_02,Mission 15: Goblin Chieftain Repeat,Archylte Steppe,I(key_field_00),Mission|Missable,11
tre_ms_n012_01,Mission 16: Sahagin,Archylte Steppe,,Mission,11
tre_ms_n012_02,Mission 16: Sahagin Repeat,Archylte Steppe,,Mission|Missable,11
tre_ms_t005_01,Mission 17: Pulsework Champion,Archylte Steppe,,Mission,11
tre_ms_t005_02,Mission 17: Pulsework Champion Repeat,Archylte Steppe,,Mission|Missable,11
tre_ms_t006_01,Mission 18: Ambling Bellows,Archylte Steppe,,Mission,11
tre_ms_t006_02,Mission 18: Ambling Bellows Repeat,Archylte Steppe,,Mission|Missable,11
tre_ms_t007_01,Mission 19: Uridimmu,Sulyya Springs,,Mission,11
tre_ms_t007_02,Mission 19: Uridimmu Repeat,Sulyya Springs,,Mission|Missable,11
tre_ms_t008_01,Mission 20: Goblin Chieftain,Taejin's Tower,,Mission,11
tre_ms_t008_02,Mission 20: Goblin Chieftain Repeat,Taejin's Tower,,Mission|Missable,11
tre_ms_z001_01,Mission 21: Gelatitan,Taejin's Tower,,Mission,11
tre_ms_z001_02,Mission 21: Gelatitan Repeat,Taejin's Tower,,Mission|Missable,11
tre_ms_z002_01,Mission 22: Ambling Bellows,Taejin's Tower,,Mission,11
tre_ms_z002_02,Mission 22: Ambling Bellows Repeat,Taejin's Tower,,Mission|Missable,11
tre_ms_z003_01,Mission 23: Gurangatch,Taejin's Tower,,Mission,11
tre_ms_z003_02,Mission 23: Gurangatch Repeat,Taejin's Tower,,Mission|Missable,11
tre_ms_z004_01,Mission 24: Mushussu,Taejin's Tower,,Mission,11
tre_ms_z004_02,Mission 24: Mushussu Repeat,Taejin's Tower,,Mission|Missable,11
tre_ms_z006_01,Mission 25: Vetala,Taejin's Tower,,Mission,11
tre_ms_z006_02,Mission 25: Vetala Repeat,Taejin's Tower,,Mission|Missable,11
tre_ms_z005_01,Mission 26: Penanggalan,Taejin's Tower,,Mission,11
tre_ms_z005_02,Mission 26: Penanggalan Repeat,Taejin's Tower,,Mission|Missable,11
tre_ms_n013_01,Mission 27: Mithridates,Taejin's Tower,,Mission,12
tre_ms_n013_02,Mission 27: Mithridates Repeat,Taejin's Tower,,Mission|Missable,12
tre_ms_t009_01,Mission 28: Ceratosaur,Oerba,,Mission,11
tre_ms_t009_02,Mission 28: Ceratosaur Repeat,Oerba,,Mission|Missable,11
tre_ms_n015_01,Mission 29: Juggernaut,Taejin's Tower,,Mission,12
tre_ms_n015_02,Mission 29: Juggernaut Repeat,Taejin's Tower,,Mission|Missable,12
tre_ms_k003_01,Mission 30: Syphax,Mah'habara,I(key_field_00),Mission,12
tre_ms_k003_02,Mission 30: Syphax Repeat,Mah'habara,I(key_field_00),Mission|Missable,12
tre_ms_t010_01,Mission 31: Pulsework Champion,Archylte Steppe,I(key_field_00),Mission,11
tre_ms_t010_02,Mission 31: Pulsework Champion Repeat,Archylte Steppe,I(key_field_00),Mission|Missable,11
tre_ms_n014_01,Mission 32: Amam,Archylte Steppe,,Mission,11
tre_ms_n014_02,Mission 32: Amam Repeat,Archylte Steppe,,Mission|Missable,11
tre_ms_n016_01,Mission 33: Adamanchelid,Archylte Steppe,I(key_field_00),Mission,12
tre_ms_n016_02,Mission 33: Adamanchelid Repeat,Archylte Steppe,I(key_field_00),Mission|Missable,12
tre_ms_n009_01,Mission 34: Zenobia,Archylte Steppe,I(key_field_00),Mission,13
tre_ms_n009_02,Mission 34: Zenobia Repeat,Archylte Steppe,I(key_field_00),Mission|Missable,13
tre_ms_n035_01,Mission 35: Gurangatch,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n035_02,Mission 35: Gurangatch Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n019_01,Mission 36: Amam,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n019_02,Mission 36: Amam Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n020_01,Mission 37: Rafflesia,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n020_02,Mission 37: Rafflesia Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n021_01,Mission 38: Verdelet,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n021_02,Mission 38: Verdelet Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n022_01,Mission 39: Ochu,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n022_02,Mission 39: Ochu Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n023_01,Mission 40: Verdelet,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n023_02,Mission 40: Verdelet Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n024_01,Mission 41: Tonberry,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n024_02,Mission 41: Tonberry Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n025_01,Mission 42: Borgbear Hero,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n025_02,Mission 42: Borgbear Hero Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n026_01,Mission 43: Borgbear Hero,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n026_02,Mission 43: Borgbear Hero Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n027_01,Mission 44: Corrosive Custard,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n027_02,Mission 44: Corrosive Custard Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n028_01,Mission 45: Neochu,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n028_02,Mission 45: Neochu Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n033_01,Mission 46: Zirnitra,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n033_02,Mission 46: Zirnitra Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n030_01,Mission 47: Raktavija,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n030_02,Mission 47: Raktavija Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n031_01,Mission 48: Verdelet,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n031_02,Mission 48: Verdelet Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n032_01,Mission 49: Tyrant,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n032_02,Mission 49: Tyrant Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n029_01,Mission 50: Humbaba,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n029_02,Mission 50: Humbaba Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n036_01,Mission 51: Attacus,Faultwarrens,I(key_field_00),Mission,13
tre_ms_n036_02,Mission 51: Attacus Repeat,Faultwarrens,I(key_field_00),Mission|Missable,13
tre_ms_n010_01,Mission 52: Zirnitra,Archylte Steppe,,Mission,13
tre_ms_n010_02,Mission 52: Zirnitra Repeat,Archylte Steppe,,Mission|Missable,13
tre_ms_n044_01,Mission 53: Zirnitra,Yaschas Massif,,Mission,13
tre_ms_n044_02,Mission 53: Zirnitra Repeat,Yaschas Massif,,Mission|Missable,13
tre_ms_k004_01,Mission 54: Gigantuar,Archylte Steppe,,Mission,13
tre_ms_k004_02,Mission 54: Gigantuar Repeat,Archylte Steppe,,Mission|Missable,13
tre_ms_n018_01,Mission 55: Neochu,Archylte Steppe,I(key_field_00),Mission,13
tre_ms_n018_02,Mission 55: Neochu Repeat,Archylte Steppe,I(key_field_00),Mission|Missable,13
tre_ms_n037_01,Mission 56: Ugallu,Yaschas Massif,,Mission,13
tre_ms_n037_02,Mission 56: Ugallu Repeat,Yaschas Massif,,Mission|Missable,13
tre_ms_n038_01,Mission 57: Sahagin,Vallis Media,,Mission,13
tre_ms_n038_02,Mission 57: Sahagin Repeat,Vallis Media,,Mission|Missable,13
tre_ms_n039_01,Mission 58: Humbaba,Mah'habara,,Mission,13
tre_ms_n039_02,Mission 58: Humbaba Repeat,Mah'habara,,Mission|Missable,13
tre_ms_n040_01,Mission 59: Zirnitra,Sulyya Springs,,Mission,13
tre_ms_n040_02,Mission 59: Zirnitra Repeat,Sulyya Springs,,Mission|Missable,13
tre_ms_n041_01,Mission 60: Gelatitan,Taejin's Tower,,Mission,13
tre_ms_n041_02,Mission 60: Gelatitan Repeat,Taejin's Tower,,Mission|Missable,13
tre_ms_n042_01,Mission 61: Juggernaut,Oerba,,Mission,13
tre_ms_n042_02,Mission 61: Juggernaut Repeat,Oerba,,Mission|Missable,13
tre_ms_n043_01,Mission 62: Raktavija,Archylte Steppe,,Mission,14
tre_ms_n043_02,Mission 62: Raktavija Repeat,Archylte Steppe,,Mission|Missable,14
tre_ms_n017_01,Mission 63: Adamantortoise,Archylte Steppe,,Mission,13
tre_ms_n017_02,Mission 63: Adamantortoise Repeat,Archylte Steppe,,Mission|Missable,13
tre_ms_n034_01,Mission 64: Vercingetorix,Yaschas Massif,,Mission,14
tre_ms_n034_02,Mission 64: Vercingetorix Repeat,Yaschas Massif,,Mission|Missable,14
