ID,Name,Category,Rank,Traits,Override Buy Price,Override Sell Price,Override Count
#fgqz_aaea_n003,Quiz Rank: Lieutenant,Fragment,1,,,,
#fgqz_aaea_n004,Quiz Rank: Colonel,Fragment,1,,,,
#fgqz_aaea_n005,Quiz Rank: General,Fragment,1,,,,
#fgqz_gyaa_n001,Control Device Password 1,Fragment,1,,,,
# Items
it_antidote,$it_antidote,Item,1,,,,
it_elixir,$it_elixir,Item,1,,,,
it_holywater,$it_holywater,Item,1,,,,
it_hpotion,$it_hpotion,Item,1,,,,
it_libra,$it_libra,Item,1,,,,
it_phenxbl,$it_phenxbl,Item,1,,,,
it_phenxtal,$it_phenxtal,Item,1,,,,
it_potion,$it_potion,Item,1,,,,
it_sedative,$it_sedative,Item,1,,,,
it_tonkati,$it_tonkati,Item,1,,,,
it_unico,$it_unico,Item,1,,,,
it_universal,$it_universal,Item,1,,,,
it_wax,$it_wax,Item,1,,,,
# Key items
key_a_code,Supply Sphere Access Code,Key,1,SideKey,,,
key_a_secret,Personal Notes,Key,1,SideKey,,,
key_access_13,Access Key 13,Key,1,SideKey,,,
key_access_49,Access Key 49,Key,1,SideKey,,,
key_access_50,Access Key 50,Key,1,SideKey,,,
key_access_51,Access Key 51,Key,1,SideKey,,,
key_access_52,Access Key 52,Key,1,SideKey,,,
key_access_la,Top Floor Access Key,Key,1,SideKey,,,
key_acdmycom,Academy Communicator,Key,1,SideKey,,,
key_behi_fang,Behemoth Fang,Key,1,SideKey,,,
key_black_flw,Terrorists' Mark,Key,1,SideKey,,,
key_black_ystn,Onyx Crystal,Key,1,SideKey,,,
key_c_tab,Capsule,Key,1,SideKey,,,
key_casino_dice,Setzer's Dice,Key,1,Fixed,,,
key_casino_prz,Just 1 gil!,Key,1,Fixed,,,
key_chaos_cly,Chaos Crystal,Key,1,Fixed,,,
key_common_art,Bulb of Hope,Key,1,SideKey,,,
key_f_colonel,Commander's Report,Key,1,SideKey,,,
key_f_kioku,Recording Device,Key,1,SideKey,,,
key_f_kit,MedicalKit,Key,1,SideKey,,,
key_f_manual,Service Manual,Key,1,SideKey,,,
key_f_message,My Buddy's Messages,Key,1,SideKey,,,
key_f_proof,Technician's Note,Key,1,SideKey,,,
key_fenr_flw,Fruit of Fenrir,Key,1,SideKey,,,
key_fortune,Fortune Medal,Key,1,SideKey|DLC,,,
key_gowa_wool,Rough Wool,Key,1,SideKey,,,
key_green_ystn,Emerald Crystal,Key,1,SideKey,,,
key_kansoku,Old Device,Key,1,SideKey,,,
key_l_knife,Lightning's Knife,Key,1,Event,,,
key_lockjail,Holding Cell Key,Key,1,SideKey,,,
key_lostcom,Army Comm Device,Key,1,SideKey,,,
key_miss_art,Tablet of Paddra,Key,1,SideKey,,,
key_miss_watch,Outdoor Watch,Key,1,SideKey,,,
key_moko_wool,Fluffy Wool,Key,1,SideKey,,,
key_mon_data,Monster Analysis Report,Key,1,SideKey,,,
key_nuku_wool,Thick Wool,Key,1,SideKey,,,
key_osonae,Picture Frame,Key,1,SideKey,,,
key_para50f,Paradox Agent Type A,Key,1,SideKey,,,
key_para52f,Paradox Agent Type B,Key,1,SideKey,,,
key_paraxxf,Paradox Agent Type C,Key,1,SideKey,,,
key_plsstone,Eternal Crystal,Key,1,Fixed,,,
key_rem_ring,Sealed Tablet,Key,1,SideKey,,,
key_s_neck,Snow's Necklace,Key,1,Event,,,
key_search_pow,Old Battery,Key,1,SideKey,,,
key_sone_info,Thorne's Information,Key,1,SideKey,,,
key_tissue,Toilet Paper Coupon,Key,1,SideKey,,,
key_mog_level,Progressive Mog Level,Key,1,MogLevel,,,3
key_shop_level,Progressive Shop Level,Key,1,ShopLevel,,,11
# TODO: correct??
key_unk_s_opt,Mysterious Artefact (S),Key,1,Fixed|SideKey,,,
key_unk_y_opt,Mysterious Artefact (Y),Key,1,Fixed|SideKey,,,
key_wep_sozai,Weapon Material,Key,1,SideKey,,,
key_white_ystn,Ivory Crystal,Key,1,SideKey,,,
key_y_baggage,Wedding Jewelry,Key,1,SideKey,,,
key_y_diary,Comm Device,Key,1,SideKey,,,
key_yukimi,Silver Petal,Key,1,SideKey,,,
material_a000,$material_a000,Material,1,,,,
material_a001,$material_a001,Material,1,,,,
material_a002,$material_a002,Material,1,,,,
material_a003,$material_a003,Material,1,,,,
material_a004,$material_a004,Material,1,,,,
material_a005,$material_a005,Material,1,,,,
material_a006,$material_a006,Material,1,,,,
material_a007,$material_a007,Material,1,,,,
material_a008,$material_a008,Material,1,,,,
material_a009,$material_a009,Material,1,,,,
material_a010,$material_a010,Material,1,,,,
material_a011,$material_a011,Material,1,,,,
material_a012,$material_a012,Material,1,,,,
material_a013,$material_a013,Material,1,,,,
material_a014,$material_a014,Material,1,,,,
material_a015,$material_a015,Material,1,,,,
material_a016,$material_a016,Material,1,,,,
material_a017,$material_a017,Material,1,,,,
material_a018,$material_a018,Material,1,,,,
material_a019,$material_a019,Material,1,,,,
material_a020,$material_a020,Material,1,,,,
material_a021,$material_a021,Material,1,,,,
material_a022,$material_a022,Material,1,,,,
material_a023,$material_a023,Material,1,,,,
material_a024,$material_a024,Material,1,,,,
material_a025,$material_a025,Material,1,,,,
material_a026,$material_a026,Material,1,,,,
material_a027,$material_a027,Material,1,,,,
material_a028,$material_a028,Material,1,,,,
material_a029,$material_a029,Material,1,,,,
material_a030,$material_a030,Material,1,,,,
material_a031,$material_a031,Material,1,,,,
material_a032,$material_a032,Material,1,,,,
material_a033,$material_a033,Material,1,,,,
material_a034,$material_a034,Material,1,,,,
material_a035,$material_a035,Material,1,,,,
material_a036,$material_a036,Material,1,,,,
material_a037,$material_a037,Material,1,,,,
material_a038,$material_a038,Material,1,,,,
material_a039,$material_a039,Material,1,,,,
material_b000,$material_b000,Material,1,,,,
material_b001,$material_b001,Material,1,,,,
material_b002,$material_b002,Material,1,,,,
material_b003,$material_b003,Material,1,,,,
material_b004,$material_b004,Material,1,,,,
material_b005,$material_b005,Material,1,,,,
material_b006,$material_b006,Material,1,,,,
material_b007,$material_b007,Material,1,,,,
material_j000,$material_j000,Material,1,,,,
material_j001,$material_j001,Material,1,,,,
material_j002,$material_j002,Material,1,,,,
material_j003,$material_j003,Material,1,,,,
material_j004,$material_j004,Material,1,,,,
material_j005,$material_j005,Material,1,,,,
material_j006,$material_j006,Material,1,,,,
material_j007,$material_j007,Material,1,,,,
material_j008,$material_j008,Material,1,,,,
material_j009,$material_j009,Material,1,,,,
material_j010,$material_j010,Material,1,,,,
material_j011,$material_j011,Material,1,,,,
material_j012,$material_j012,Material,1,,,,
material_j013,$material_j013,Material,1,,,,
material_j014,$material_j014,Material,1,,,,
material_j015,$material_j015,Material,1,,,,
material_j016,$material_j016,Material,1,,,,
material_j017,$material_j017,Material,1,,,,
material_j018,$material_j018,Material,1,,,,
material_j019,$material_j019,Material,1,,,,
material_j020,$material_j020,Material,1,,,,
material_j021,$material_j021,Material,1,,,,
material_j022,$material_j022,Material,1,,,,
material_j023,$material_j023,Material,1,,,,
material_j024,$material_j024,Material,1,,,,
material_j025,$material_j025,Material,1,,,,
material_j026,$material_j026,Material,1,,,,
material_j027,$material_j027,Material,1,,,,
material_j028,$material_j028,Material,1,,,,
material_j029,$material_j029,Material,1,,,,
material_j030,$material_j030,Material,1,,,,
material_j031,$material_j031,Material,1,,,,
material_j032,$material_j032,Material,1,,,,
material_j033,$material_j033,Material,1,,,,
material_j034,$material_j034,Material,1,,,,
material_j035,$material_j035,Material,1,,,,
material_j036,$material_j036,Material,1,,,,
material_j037,$material_j037,Material,1,,,,
material_j038,$material_j038,Material,1,,,,
material_j039,$material_j039,Material,1,,,,
material_j040,$material_j040,Material,1,,,,
material_j041,$material_j041,Material,1,,,,
material_j042,$material_j042,Material,1,,,,
material_j043,$material_j043,Material,1,,,,
material_j044,$material_j044,Material,1,,,,
material_j045,$material_j045,Material,1,,,,
material_m000,$material_m000,Material,1,,,,
material_m001,$material_m001,Material,1,,,,
material_m002,$material_m002,Material,1,,,,
material_m003,$material_m003,Material,1,,,,
material_m004,$material_m004,Material,1,,,,
material_m005,$material_m005,Material,1,,,,
material_m006,$material_m006,Material,1,,,,
material_m007,$material_m007,Material,1,,,,
material_m009,$material_m009,Material,1,,,,
material_m010,$material_m010,Material,1,,,,
material_m011,$material_m011,Material,1,,,,
material_m012,$material_m012,Material,1,,,,
material_m013,$material_m013,Material,1,,,,
material_m014,$material_m014,Material,1,,,,
material_m015,$material_m015,Material,1,,,,
material_m016,$material_m016,Material,1,,,,
material_m017,$material_m017,Material,1,,,,
material_m018,$material_m018,Material,1,,,,
material_m019,$material_m019,Material,1,,,,
material_m020,$material_m020,Material,1,,,,
material_m021,$material_m021,Material,1,,,,
material_m022,$material_m022,Material,1,,,,
material_m023,$material_m023,Material,1,,,,
material_m024,$material_m024,Material,1,,,,
material_m025,$material_m025,Material,1,,,,
material_m026,$material_m026,Material,1,,,,
material_m027,$material_m027,Material,1,,,,
material_m028,$material_m028,Material,1,,,,
material_m029,$material_m029,Material,1,,,,
material_m030,$material_m030,Material,1,,,,
material_m031,$material_m031,Material,1,,,,
material_m032,$material_m032,Material,1,,,,
material_m033,$material_m033,Material,1,,,,
material_m034,$material_m034,Material,1,,,,
material_m035,$material_m035,Material,1,,,,
material_m036,$material_m036,Material,1,,,,
material_m041,$material_m041,Material,1,,,,
material_m042,$material_m042,Material,1,,,,
material_m043,$material_m043,Material,1,,,,
material_m044,$material_m044,Material,1,,,,
material_m045,$material_m045,Material,1,,,,
material_m046,$material_m046,Material,1,,,,
material_m047,$material_m047,Material,1,,,,
material_m048,$material_m048,Material,1,,,,
material_m049,$material_m049,Material,1,,,,
material_m050,$material_m050,Material,1,,,,
material_m051,$material_m051,Material,1,,,,
material_m052,$material_m052,Material,1,,,,
material_m053,$material_m053,Material,1,,,,
material_m054,$material_m054,Material,1,,,,
material_m055,$material_m055,Material,1,,,,
material_m056,$material_m056,Material,1,,,,
material_m057,$material_m057,Material,1,,,,
material_m058,$material_m058,Material,1,,,,
material_m059,$material_m059,Material,1,,,,
material_m060,$material_m060,Material,1,,,,
material_m061,$material_m061,Material,1,,,,
material_m062,$material_m062,Material,1,,,,
material_m063,$material_m063,Material,1,,,,
material_m064,$material_m064,Material,1,,,,
material_m065,$material_m065,Material,1,,,,
material_m066,$material_m066,Material,1,,,,
material_m067,$material_m067,Material,1,,,,
material_m068,$material_m068,Material,1,,,,
material_m069,$material_m069,Material,1,,,,
material_m070,$material_m070,Material,1,,,,
material_m071,$material_m071,Material,1,,,,
material_m072,$material_m072,Material,1,,,,
material_m073,$material_m073,Material,1,,,,
material_m074,$material_m074,Material,1,,,,
material_m075,$material_m075,Material,1,,,,
material_m076,$material_m076,Material,1,,,,
material_m077,$material_m077,Material,1,,,,
material_m078,$material_m078,Material,1,,,,
material_o000,$material_o000,Material,1,,,,
material_o001,$material_o001,Material,1,,,,
material_o002,$material_o002,Material,1,,,,
material_o003,$material_o003,Material,1,,,,
material_o004,$material_o004,Material,1,,,,
material_o005,$material_o005,Material,1,,,,
material_o006,$material_o006,Material,1,,,,
material_o007,$material_o007,Material,1,,,,
material_o008,$material_o008,Material,1,,,,
material_o009,$material_o009,Material,1,,,,
material_o010,$material_o010,Material,1,,,,
material_o011,$material_o011,Material,1,,,,
material_o012,$material_o012,Material,1,,,,
mcr_k002,$m_002,Monster Crystal,1,,,,
mcr_k003,$m_003,Monster Crystal,1,,,,
mcr_k005,$m_005,Monster Crystal,1,,,,
mcr_k008,$m_008,Monster Crystal,1,,,,
mcr_k010,$m_010,Monster Crystal,1,,,,
mcr_k012,$m_012,Monster Crystal,1,,,,
mcr_k015,$m_015,Monster Crystal,1,,,,
mcr_k018,$m_018,Monster Crystal,1,,,,
mcr_k036,$m_036,Monster Crystal,1,,,,
mcr_k037,$m_037,Monster Crystal,1,,,,
mcr_k038,$m_038,Monster Crystal,1,,,,
mcr_k039,$m_039,Monster Crystal,1,,,,
mcr_k040,$m_040,Monster Crystal,1,,,,
mcr_k041,$m_041,Monster Crystal,1,,,,
mcr_k042,$m_042,Monster Crystal,1,,,,
mcr_k043,$m_043,Monster Crystal,1,,,,
mcr_k045,$m_045,Monster Crystal,1,,,,
mcr_k048,$m_048,Monster Crystal,1,,,,
mcr_k054,$m_054,Monster Crystal,1,,,,
mcr_k056,$m_056,Monster Crystal,1,,,,
mcr_k057,$m_057,Monster Crystal,1,,,,
mcr_k063,$m_063,Monster Crystal,1,,,,
mcr_k064,$m_064,Monster Crystal,1,,,,
mcr_k065,$m_065,Monster Crystal,1,,,,
mcr_k066,$m_066,Monster Crystal,1,,,,
mcr_k069,$m_069,Monster Crystal,1,,,,
mcr_k071,$m_071,Monster Crystal,1,,,,
mcr_k072,$m_072,Monster Crystal,1,,,,
mcr_k075,$m_075,Monster Crystal,1,,,,
mcr_k077,$m_077,Monster Crystal,1,,,,
mcr_k079,$m_079,Monster Crystal,1,,,,
mcr_k094,$m_094,Monster Crystal,1,,,,
mcr_k099,$m_099,Monster Crystal,1,,,,
mcr_k102,$m_102,Monster Crystal,1,,,,
mcr_k123,$m_123,Monster Crystal,1,,,,
mcr_k124,$m_124,Monster Crystal,1,,,,
mcr_k125,$m_125,Monster Crystal,1,,,,
mcr_k126,$m_126,Monster Crystal,1,,,,
mcr_k127,$m_127,Monster Crystal,1,,,,
mcr_k128,$m_128,Monster Crystal,1,,,,
mcr_k150,$m_150,Monster Crystal,1,,,,
mcr_k152,$m_152,Monster Crystal,1,,,,
mcr_k172,$m_172,Monster Crystal,1,,,,
mcr_k173,$m_173,Monster Crystal,1,,,,
mcr_k174,$m_174,Monster Crystal,1,,,,
mcr_k182,$m_182,Monster Crystal,1,,,,
mcr_k185,$m_185,Monster Crystal,1,,,,
mcr_k190,$m_190,Monster Crystal,1,,,,
mcr_k206,$m_206,Monster Crystal,1,,,,
mcr_k211,$m_211,Monster Crystal,1,,,,
mcr_k213,$m_213,Monster Crystal,1,,,,
mcr_k214,$m_214,Monster Crystal,1,,,,
mcr_k215,$m_215,Monster Crystal,1,,,,
mcr_k253,$m_253,Monster Crystal,1,,,,
mcr_k254,$m_254,Monster Crystal,1,,,,
mcr_k255,$m_255,Monster Crystal,1,,,,
mcr_k256,$m_256,Monster Crystal,1,,,,
mcr_k257,$m_257,Monster Crystal,1,,,,
mcr_k270,$m_270,Monster Crystal,1,,,,
mcr_k271,$m_271,Monster Crystal,1,,,,
mcr_k273,$m_273,Monster Crystal,1,,,,
mcr_k275,$m_275,Monster Crystal,1,,,,
mcr_k400,$m_400,Monster Crystal,1,,,,
mcr_k423,$m_423,Monster Crystal,1,,,,
mcr_k430,$m_430,Monster Crystal,1,,,,
mcr_k432,$m_432,Monster Crystal,1,,,,
mcr_k433,$m_433,Monster Crystal,1,,,,
mcr_k434,$m_434,Monster Crystal,1,,,,
mcr_k435,$m_435,Monster Crystal,1,,,,
mcr_k436,$m_436,Monster Crystal,1,,,,
mcr_k437,$m_437,Monster Crystal,1,,,,
mcr_k438,$m_438,Monster Crystal,1,,,,
mcr_k441,$m_441,Monster Crystal,1,,,,
mcr_k442,$m_442,Monster Crystal,1,,,,
mcr_k443,$m_443,Monster Crystal,1,,,,
mcr_k444,$m_444,Monster Crystal,1,,,,
mcr_k445,$m_445,Monster Crystal,1,,,,
mcr_k446,$m_446,Monster Crystal,1,,,,
mcr_k447,$m_447,Monster Crystal,1,,,,
mcr_k448,$m_448,Monster Crystal,1,,,,
mcr_k449,$m_449,Monster Crystal,1,,,,
mcr_k450,$m_450,Monster Crystal,1,,,,
mcr_k451,$m_451,Monster Crystal,1,,,,
mcr_k452,$m_452,Monster Crystal,1,,,,
mcr_k453,$m_453,Monster Crystal,1,,,,
mcr_k454,$m_454,Monster Crystal,1,,,,
mcr_k455,$m_455,Monster Crystal,1,,,,
mcr_k456,$m_456,Monster Crystal,1,,,,
mcr_k457,$m_457,Monster Crystal,1,,,,
mcr_k458,$m_458,Monster Crystal,1,,,,
mcr_k459,$m_459,Monster Crystal,1,,,,
mcr_k460,$m_460,Monster Crystal,1,,,,
mcr_k461,$m_461,Monster Crystal,1,,,,
mcr_k462,$m_462,Monster Crystal,1,,,,
mcr_k463,$m_463,Monster Crystal,1,,,,
mcr_k490,$m_490,Monster Crystal,1,,,,
mcr_k491,$m_491,Monster Crystal,1,,,,
mcr_k492,$m_492,Monster Crystal,1,,,,
mcr_k493,$m_493,Monster Crystal,1,,,,
mcr_k494,$m_494,Monster Crystal,1,,,,
mcr_k495,$m_495,Monster Crystal,1,,,,
mcr_k496,$m_496,Monster Crystal,1,,,,
mcr_k640,$m_640,Monster Crystal,1,,,,
mcr_k641,$m_641,Monster Crystal,1,,,,
mcr_k642,$m_642,Monster Crystal,1,,,,
mcr_k643,$m_643,Monster Crystal,1,,,,
mcr_k644,$m_644,Monster Crystal,1,,,,
mcr_k645,$m_645,Monster Crystal,1,,,,
mcr_k646,$m_646,Monster Crystal,1,,,,
mcr_k647,$m_647,Monster Crystal,1,,,,
mcr_k649,$m_649,Monster Crystal,1,,,,
mcr_k650,$m_650,Monster Crystal,1,,,,
mcr_k651,$m_651,Monster Crystal,1,,,,
mcr_k652,$m_652,Monster Crystal,1,,,,
mcr_k653,$m_653,Monster Crystal,1,,,,
mcr_k654,$m_654,Monster Crystal,1,,,,
mcr_k655,$m_655,Monster Crystal,1,,,,
mcr_k656,$m_656,Monster Crystal,1,,,,
mcr_k657,$m_657,Monster Crystal,1,,,,
mcr_k660,$m_660,Monster Crystal,1,,,,
mcr_k661,$m_661,Monster Crystal,1,,,,
mcr_k662,$m_662,Monster Crystal,1,,,,
mcr_k663,$m_663,Monster Crystal,1,,,,
mcr_k664,$m_664,Monster Crystal,1,,,,
mcr_k665,$m_665,Monster Crystal,1,,,,
mcr_k666,$m_666,Monster Crystal,1,,,,
mcr_k667,$m_667,Monster Crystal,1,,,,
mcr_k668,$m_668,Monster Crystal,1,,,,
mcr_k672,$m_672,Monster Crystal,1,,,,
mcr_k673,$m_673,Monster Crystal,1,,,,
mcr_k677,$m_677,Monster Crystal,1,,,,
mcr_k678,$m_678,Monster Crystal,1,,,,
mcr_k679,$m_679,Monster Crystal,1,,,,
mcr_k681,$m_681,Monster Crystal,1,,,,
mcr_k682,$m_682,Monster Crystal,1,,,,
mcr_k683,$m_683,Monster Crystal,1,,,,
mcr_k684,$m_684,Monster Crystal,1,,,,
mcr_k685,$m_685,Monster Crystal,1,,,,
mcr_k686,$m_686,Monster Crystal,1,,,,
mcr_k851,$m_851,Monster Crystal,1,,,,
mcr_k852,$m_852,Monster Crystal,1,,,,
mcr_k853,$m_853,Monster Crystal,1,,,,
mcr_k856,$m_856,Monster Crystal,1,,,,
mcr_k861,$m_861,Monster Crystal,1,,,,
mcr_k865,$m_865,Monster Crystal,1,,,,
mcr_k866,$m_866,Monster Crystal,1,,,,
mcr_k867,$m_867,Monster Crystal,1,,,,
mcr_k868,$m_868,Monster Crystal,1,,,,
mcr_k869,$m_869,Monster Crystal,1,,,,
mcr_k870,$m_870,Monster Crystal,1,,,,
mcr_k871,$m_871,Monster Crystal,1,,,,
mcr_k872,$m_872,Monster Crystal,1,,,,
mcr_k882,$m_882,Monster Crystal,1,,,,
mcr_k895,$m_895,Monster Crystal,1,,,,
mcr_k950,$m_950,Monster Crystal,1,DLC,,,
mcr_k951,$m_951,Monster Crystal,1,DLC,,,
mcr_k952,$m_952,Monster Crystal,1,DLC,,,
mcr_k953,$m_953,Monster Crystal,1,DLC,,,
mcr_k954,$m_954,Monster Crystal,1,DLC,,,
mcr_k959,$m_959,Monster Crystal,1,DLC,,,
mcr_k961,$m_961,Monster Crystal,1,DLC,,,
mcr_k962,$m_962,Monster Crystal,1,DLC,,,
mcr_k969,$m_969,Monster Crystal,1,DLC,,,
mcr_k971,$m_971,Monster Crystal,1,DLC,,,
mcr_k973,$m_973,Monster Crystal,1,DLC,,,
mcr_k974,$m_974,Monster Crystal,1,DLC,,,
# Artefacts
opt_aaea02_sp,Vagabond Artefact,Artefact,1,Artefact,,,
opt_acea01_gt,Tower Artefact,Artefact,1,Artefact,,,
opt_bjaa01_gy,Eclipse Artefact,Artefact,1,Artefact,,,
opt_bjaa02_sn,Reunion Artefact,Artefact,1,Artefact,,,
#opt_casino_s,Artefact of Truth and Fallacy,Artefact,1,,,,
opt_ghsn01_cs,Illusory Artefact,Artefact,1,Artefact,,,
opt_ghsn02_ac,Restoration Artefact,Artefact,1,Artefact,,,
opt_gtca01_aa,Artefact of Rebirth,Artefact,1,Artefact,,,
opt_gwca01_gh,Artefact of Origins,Artefact,1,Artefact,,,
opt_gyaa01_gw,Hollow Artefact,Artefact,1,Artefact,,,
opt_hmaa01_bj,Giant's Artefact,Artefact,1,Artefact,,,
opt_hmha01_ac,Artefact of the Ark,Artefact,1,Artefact,,,
opt_silver,Wild Artefact,Artefact,1,Wild,,,
opt_snda01_cl,Combat Artefact,Artefact,1,Artefact,,,
opt_snda02_gd,Thundering Artefact,Artefact,1,Artefact,,,
# Synthetic artefacts?
#opt_spza01_dd,NB3x->DW700,Artefact,1,,,,
#opt_spza01_hm,NB3x->NB900,Artefact,1,,,,
# Fake artefacts for rando
opt_bjaa03_bj,Frozen Artefact,Artefact,1,Artefact,,,
opt_ddha01_bj,Overgrown Artefact,Artefact,1,Artefact,,,
opt_bjba01_gy,Artefact of Penumbra,Artefact,1,Artefact,,,
opt_ghaa01_gt,Spire Artefact,Artefact,1,Artefact,,,
opt_gdaa01_vp,Blitz Artefact,Artefact,1,Artefact,,,
opt_acea02_gy,Artefact of Umbra,Artefact,1,Artefact,,,
opt_gyba01_sn,Rainbow Artefact,Artefact,1,Artefact,,,
opt_gtca02_gw,Sandstorm Artefact,Artefact,1,Artefact,,,
opt_gwda01_gw,Arenaceous Artefact,Artefact,1,Artefact,,,
opt_aaea03_vp,Artefact of Wrack and Ruin,Artefact,1,Artefact,,,
#Gate seals
opt_aaea_re,'Promises' Gate Seal,Gate Seal,1,GateSeal,,,
opt_acea_re,'Flight' Gate Seal,Gate Seal,1,GateSeal,,,
opt_acfa_re,'Final Battle' Gate Seal,Gate Seal,1,GateSeal,,,
opt_bjaa_re,'Scars' Gate Seal,Gate Seal,1,GateSeal,,,
opt_bjba_re,'Disaster' Gate Seal,Gate Seal,1,GateSeal,,,
opt_bjda_re,'Labyrinth' Gate Seal,Gate Seal,1,GateSeal,,,
opt_clza_re,'Prediction' Gate Seal,Gate Seal,1,GateSeal,,,
opt_csza_re,'Eternity' Gate Seal,Gate Seal,1,GateSeal,,,
opt_ddha_re,'Determination' Gate Seal,Gate Seal,1,GateSeal,,,
opt_gdza_re,'The Calm' Gate Seal,Gate Seal,1,GateSeal,,,
opt_ghaa_re,'The Fall' Gate Seal,Gate Seal,1,GateSeal,,,
opt_gtca_re,'Facts' Gate Seal,Gate Seal,1,GateSeal,,,
opt_gtda_re,'Silence' Gate Seal,Gate Seal,1,GateSeal,,,
opt_gwca_re,'Encounters' Gate Seal,Gate Seal,1,GateSeal,,,
opt_gwda_re,'How Things Were' Gate Seal,Gate Seal,1,GateSeal,,,
opt_gwea_re,'Hometown' Gate Seal,Gate Seal,1,GateSeal,,,
opt_gyaa_re,'Visions' Gate Seal,Gate Seal,1,GateSeal,,,
opt_gyba_re,'Reminiscence' Gate Seal,Gate Seal,1,GateSeal,,,
opt_gyca_re,'Maleficence' Gate Seal,Gate Seal,1,GateSeal,,,
opt_hmaa_re,'Leaving' Gate Seal,Gate Seal,1,GateSeal,,,
opt_snda_re,'Farewells' Gate Seal,Gate Seal,1,GateSeal,,,
opt_snea_re,'Thunderstruck' Gate Seal,Gate Seal,1,GateSeal,,,
opt_spza_re,'Sisters' Gate Seal,Gate Seal,1,GateSeal,,,
opt_vaza_re,'Hope' Gate Seal,Gate Seal,1,GateSeal,,,
opt_vpba_re,'Afterimage' Gate Seal,Gate Seal,1,GateSeal,,,
opt_vpca_re,'Return' Gate Seal,Gate Seal,1,GateSeal,,,
# Maps (tmap_xxx)
tmap_ac,Map of Academia,Map,1,,,,
tmap_af,Map of Academia 500 AF,Map,1,,,,
tmap_bj,Map of the Bresha Ruins,Map,1,,,,
tmap_cl,Map of the Coliseum,Map,1,,,,
tmap_cs,Map of Serendipity,Map,1,,,,
tmap_dd,Map of a Dying World,Map,1,,,,
tmap_gd,Map of the Steppe,Map,1,,,,
tmap_gt,Map of Augusta Tower,Map,1,,,,
tmap_gw,Map of Oerba,Map,1,,,,
tmap_gy,Map of the Yaschas Massif,Map,1,,,,
tmap_hh,Map of New Bodhum 700 AF,Map,1,,,,
tmap_hm,Map of New Bodhum,Map,1,,,,
tmap_sn,Map of the Sunleth Waterscape,Map,1,,,,
tmap_sp,Map of the Void Beyond,Map,1,,,,
tmap_vp,Map of the Vile Peaks,Map,1,,,,
#Weapons
wea_noe_001,$wea_noe_001,Weapon,1,,,,
wea_noe_002,$wea_noe_002,Weapon,1,,,,
wea_noe_003,$wea_noe_003,Weapon,1,,,,
wea_noe_004,$wea_noe_004,Weapon,1,,,,
wea_noe_005,$wea_noe_005,Weapon,1,,,,
wea_noe_006,$wea_noe_006,Weapon,1,,,,
wea_noe_007,$wea_noe_007,Weapon,1,,,,
wea_noe_008,$wea_noe_008,Weapon,1,,,,
wea_noe_009,$wea_noe_009,Weapon,1,,,,
wea_noe_010,$wea_noe_010,Weapon,1,,,,
wea_noe_011,$wea_noe_011,Weapon,1,,,,
wea_noe_012,$wea_noe_012,Weapon,1,,,,
wea_noe_013,$wea_noe_013,Weapon,1,,,,
wea_noe_014,$wea_noe_014,Weapon,1,,,,
wea_noe_015,$wea_noe_015,Weapon,1,,,,
wea_noe_016,$wea_noe_016,Weapon,1,,,,
wea_noe_017,$wea_noe_017,Weapon,1,,,,
wea_noe_018,$wea_noe_018,Weapon,1,,,,
wea_noe_019,$wea_noe_019,Weapon,1,,,,
wea_noe_020,$wea_noe_020,Weapon,1,,,,
wea_noe_021,$wea_noe_021,Weapon,1,,,,
wea_noe_022,$wea_noe_022,Weapon,1,,,,
wea_noe_023,Catastrophe Blade,Weapon,1,,,,
wea_noe_024,Muramasa,Weapon,1,DLC,,,
wea_noe_025,Catastrophe Blade: ∑,Weapon,1,DLC,,,
wea_noe_026,Catastrophe Blade: Ω,Weapon,1,DLC,,,
wea_noe_027,Catastrophe Blade: ∞,Weapon,1,DLC,,,
wea_noe_028,Muramasa: Kiku,Weapon,1,DLC,,,
wea_noe_029,Muramasa: Sakura,Weapon,1,DLC,,,
wea_noe_030,True Muramasa,Weapon,1,DLC,,,
wea_ser_001,$wea_ser_001,Weapon,1,,,,
wea_ser_002,$wea_ser_002,Weapon,1,,,,
wea_ser_003,$wea_ser_003,Weapon,1,,,,
wea_ser_004,$wea_ser_004,Weapon,1,,,,
wea_ser_005,$wea_ser_005,Weapon,1,,,,
wea_ser_006,$wea_ser_006,Weapon,1,,,,
wea_ser_007,$wea_ser_007,Weapon,1,,,,
wea_ser_008,$wea_ser_008,Weapon,1,,,,
wea_ser_009,$wea_ser_009,Weapon,1,,,,
wea_ser_010,$wea_ser_010,Weapon,1,,,,
wea_ser_011,$wea_ser_011,Weapon,1,,,,
wea_ser_012,$wea_ser_012,Weapon,1,,,,
wea_ser_013,$wea_ser_013,Weapon,1,,,,
wea_ser_014,$wea_ser_014,Weapon,1,,,,
wea_ser_015,$wea_ser_015,Weapon,1,,,,
wea_ser_016,$wea_ser_016,Weapon,1,,,,
wea_ser_017,$wea_ser_017,Weapon,1,,,,
wea_ser_018,$wea_ser_018,Weapon,1,,,,
wea_ser_019,$wea_ser_019,Weapon,1,,,,
wea_ser_020,$wea_ser_020,Weapon,1,,,,
wea_ser_021,$wea_ser_021,Weapon,1,,,,
